HPO_ICD10_ID	HPO_IDs	HPO_Strings	HPO_Syns	ICD10	ICD10_UKBB
HPO_ICD:1358	HP:0012710	Ingrown nail	Ingrown nail	L600	L600
HPO_ICD:1359	HP:0012723	Sinoatrial block		I455	I455
HPO_ICD:1360	HP:0012727	Thoracic aortic aneurysm	Dilatation of the thoracic aorta	I712	I712
HPO_ICD:1361	HP:0012735	Cough	Coughing; Cough	R05	R05
HPO_ICD:1362	HP:0012744;HP:0030772	Proximal femoral focal deficiency; Femoral aplasia	Absent femur; Aplasia of the femur; Absent thighbone	Q7240	Q724
HPO_ICD:1363	HP:0012764	Orthopnea		R0601	R060
HPO_ICD:1364	HP:0012768	Neonatal asphyxia	Asphyxia neonatorum	P84	
HPO_ICD:1365	HP:0012798	Pulmonary lymphangiomyomatosis	Lymphangioleiomyomatosis; Pulmonary myomatosis	J8481	J848
HPO_ICD:1366	HP:0012803	Anisometropia		H5231	H523
HPO_ICD:1367	HP:0012859	Esophageal leukoplakia	Esophageal epidermoid metaplasia	K228	K228
HPO_ICD:1368	HP:0012871	Varicocele	Vaginal varicocele	I861	I861
HPO_ICD:1369	HP:0012873	Absent vas deferens	Absent ductus deferens; Absent deferent duct; Congenital absence of the vas deferens	Q554	Q554
HPO_ICD:1370	HP:0012876	Premature ejaculation	Premature ejaculation	F524	F524
HPO_ICD:1371	HP:0012877;HP:0012875;HP:0012879	Retrograde ejaculation; Anejaculation; Abnormal ejaculation	Ejaculatory incompetence	N5319;N5311;N5313;N5314	
HPO_ICD:1372	HP:0012878	Retarded ejaculation	Delayed ejaculation	F5232;N5311	F523
HPO_ICD:1373	HP:0012884	Fallopian tube torsion	Twisted fallopian tube	N83529	
HPO_ICD:1374	HP:0012889	Cervical endometriosis		N800	N800
HPO_ICD:1375	HP:0020103	Invasive pulmonary aspergillosis		B440	B440
HPO_ICD:1376	HP:0025004	Hallux rigidus	Arthritis of the big toe	M2021;M2022;M2020	M202
HPO_ICD:1377	HP:0040162;HP:0025127	Actinic keratosis; Orthokeratosis	Solar keratosis	L570	L570
HPO_ICD:1378	HP:0025188;HP:0008030	Retinal arteritis; Retinal vasculitis	Retinal vaculitis	H35061;H35062;H35063;H35069	
HPO_ICD:1379	HP:0025246	Trichilemmal cyst	Pilar cyst	L7212	L721
HPO_ICD:1380	HP:0025252	Geographic tongue	Glossitis areata exfoliativa	K141	K141
HPO_ICD:1381	HP:0025253	Claustrophobia		F40240	
HPO_ICD:1382	HP:0025267;HP:0025372	Snoring; Loud snoring	Heavy snoring; Snore; Snoring symptoms; Snores; Have loud snoring; Has loud snoring; Snores loudly	R0683	R068
HPO_ICD:1383	HP:0025312	Esophoria		H5051	H505
HPO_ICD:1384	HP:0025313	Exophoria		H5052	H505
HPO_ICD:1385	HP:0025342	Central retinal artery occlusion		H3413;H3410;H3412;H3411	H341
HPO_ICD:1386	HP:0025452	Pyoderma gangrenosum		L88	L88
HPO_ICD:1387	HP:0025469	Anagen effluvium		L651	L651
HPO_ICD:1388	HP:0025470	Telogen effluvium		L650	L650
HPO_ICD:1389	HP:0025488	Detrusor sphincter dyssynergia		N3644	
HPO_ICD:1390	HP:0025502	Overweight		E663	
HPO_ICD:1391	HP:0025508	Gottron's papules	Gottron papules	L944	L944
HPO_ICD:1392	HP:0025520	Calcinosis cutis	Cutaneous calcification	L942	L942
HPO_ICD:1393	HP:0025586;HP:0500076	Alternating hypertropia; Hypertropia		H5021;H5022	H502
HPO_ICD:1394	HP:0025608	Cicatricial ectropion		H02111;H02114;H02115;H02112;H02116;H02119;H02113	
HPO_ICD:1395	HP:0100516;HP:0025635;HP:0100787;HP:0030416;HP:0100517;HP:0100615;HP:0010786;HP:0100650;HP:0010788;HP:0100850;HP:0010784	Vaginal neoplasm; Urinary tract neoplasm; Ureteral polyp; Vulvar neoplasm; Uterine neoplasm; Testicular neoplasm; Neoplasm of the ureter; Prostate neoplasm; Neoplasm of the urethra; Ovarian neoplasm; Neoplasm of the penis	Vaginal tumor; Urinary tract neoplasia; Ovarian neoplasia; Neoplasm of the ovaries; Testicular tumor; Neoplasia of the ureters; Neoplasia of the urethra; Uterine neoplasia; Penis tumor; Ovarian tumor; Tumor of the vulva; Ureter polyp; Neoplasm of the ovary; Ovarian cancer; Neoplasm of the vulva; Uterine tumor; Polyp of the ureter; Uterine cancer; Vaginal neoplasia; Neoplasia of the penis; Testicular neoplasia; ureter, cancer of; Testicular cancer	C669;D4959;C662;C661	C66
HPO_ICD:1396	HP:0030002	Nocturnal lagophthalmos	Eyelids stay open at night; Inability to close the eyelids at night	H02209	
HPO_ICD:1397	HP:0030003	Paralytic lagophthalmos		H02232;H02231;H02235;H02234;H02239;H02236;H02233	
HPO_ICD:1398	HP:0030004	Cicatricial lagophthalmos	Eyelids stay open due to scarring; Inability to close the eyelids due to scarring	H02212;H02214;H02219;H02216;H02213;H02211;H02215	
HPO_ICD:1399	HP:0030008	Cervical agenesis	Absent cervix; Cervical aplasia; Aplasia of the cervix	Q515	Q515
HPO_ICD:1400	HP:0030009	Cervical insufficiency	Incompetent cervix	N883	N883
HPO_ICD:1401	HP:0030010	Hydrometrocolpos		N898	N898
HPO_ICD:1402	HP:0030011	Imperforate hymen		Q523	Q523
HPO_ICD:1403	HP:0030015	Female anorgasmia	Female orgasmic disorder	F5231	F523
HPO_ICD:1404	HP:0030017	Vaginismus		N942	N942
HPO_ICD:1405	HP:0030024;HP:0100687	Polyotia; Pretragal ectopia	Extra cartilage in front of the ear; Accessory Tragus; Pretragal Duplication	Q170	Q170
HPO_ICD:1406	HP:0030049	Brain abscess	Brain abscess	G060	G060
HPO_ICD:1407	HP:0030050	Narcolepsy		G47419	
HPO_ICD:1408	HP:0030062	Craniopharyngioma		D444	D444
HPO_ICD:1409	HP:0030066	Ependymoblastoma		C719	C719
HPO_ICD:1410	HP:0030068	Olfactory esthesioneuroblastoma		C300	C300
HPO_ICD:1411	HP:0030075	Ductal carcinoma in situ		D0510	D051
HPO_ICD:1412	HP:0030359;HP:0030078;HP:0100528;HP:0030358;HP:0030357	Squamous cell lung carcinoma; Non-small cell lung carcinoma; Small cell lung carcinoma; Lung adenocarcinoma; Pleuropulmonary blastoma	Oat cell carcinoma of lung; Small cell lung cancer; Non-small cell lung cancer; Oat cell lung cancer	C3490	C349
HPO_ICD:1413	HP:0030079	Cervix cancer		C539	C539
HPO_ICD:1414	HP:0030080;HP:0004848;HP:0006721	Burkitt lymphoma; Acute lymphoblastic leukemia; Ph-positive acute lymphoblastic leukemia	Acute lymphoid leukemia; Acute lymphocytic leukemia; Philadelphia-positive acute lymphoblastic leukemia; Acute lymphatic leukemia	C9100;C8370	C837;C910
HPO_ICD:1415	HP:0030127	Endometriosis		N809	N809
HPO_ICD:1416	HP:0030144;HP:0030142;HP:0030143	Hyperactive bowel sounds; Hypoactive bowel sounds; Abnormal bowel sounds	Increased bowel sounds; Decreased bowel sounds; Abnormal bowel sounds	R1912;R1911;R1915	R191
HPO_ICD:1417	HP:0030148	Heart murmur	Heart murmur; Cardiac murmurs; Cardiac murmur; Heart murmurs	R011	R011
HPO_ICD:1418	HP:0030149	Cardiogenic shock	Cardiovascular shock	R570	R570
HPO_ICD:1419	HP:0030150	Plasmacytosis		D72822	
HPO_ICD:1420	HP:0030151	Cholangitis	Bile duct inflammation	K8037;K8032;K8035;K830;K8030;K8031;K8036;K8033;K8034	K830;K8036
HPO_ICD:1421	HP:0030153	Cholangiocarcinoma	Bile duct cancer	C221	C221
HPO_ICD:1422	HP:0030154	Gallbladder perforation	Gall bladder perforation	K822	K822
HPO_ICD:1423	HP:0030155	Scrotal pain	Scrotal pain	N5082	N508
HPO_ICD:1424	HP:0030158	Cervical ectropion	Cervical erosion; Cervical ectopy	N86	N86
HPO_ICD:1425	HP:0030159	Cervical polyp	Cervical tumor	D4959;N841	N841
HPO_ICD:1426	HP:0030160	Cervicitis	Uterine cervix inflammation; Uterine cervicitis	N72	N72
HPO_ICD:1427	HP:0030161	Vaginal pruritus		L293	L293
HPO_ICD:1428	HP:0030169	Gastric varix	Gastric varices	I864	I864
HPO_ICD:1429	HP:0025387;HP:0030665;HP:0002322;HP:0002174;HP:0002080;HP:0002345;HP:0030186	Resting tremor; Action tremor; Intention tremor; Rubral tremor; Postural tremor; Kinetic tremor; Pill-rolling tremor	Terminal tremor; Pill rolling; Holmes' tremor; Tremor at rest; Resting tremor; Rest tremor; Essential tremor; Tremor, postural; Cerebellar tremor; Ataxic tremor; Parkinsonian tremor	G250;G252	G250;G252
HPO_ICD:1430	HP:0030213	Emotional blunting		R4589	R458
HPO_ICD:1431	HP:0030214	Hypersexuality	Sex addiction	F528	F528
HPO_ICD:1432	HP:0030242	Portal vein thrombosis	Blood clot in portal vein	I81	I81
HPO_ICD:1433	HP:0030261	Absent penis	Absent penis; Aplasia of the penis; Aphallia; Penis aplasia	Q555	Q555
HPO_ICD:1434	HP:0030264;HP:0030265;HP:0100599	Bifid penis; Webbed penis; Wide penis	Webbed penis; Wide penis; Penile duplication; Diphallia	Q5569	Q556
HPO_ICD:1435	HP:0030345;HP:0030688;HP:0030689	Abnormal circulating luteinizing hormone level; Increased glucagon level; Decreased glucagon level	Increased circulating lutropin; Abnormal luteinizing hormone level	R891	R891
HPO_ICD:1436	HP:0030393	Endolymphatic sac tumor	Aggressive papillary middle ear tumor; Heffner tumor; Low-grade adenocarcinoma of endolymphatic sac origin	D140	D140
HPO_ICD:1437	HP:0030394	Fallopian tube carcinoma		C5700	C570
HPO_ICD:1438	HP:0030405	Pancreatic endocrine tumor		D137;D490	D137
HPO_ICD:1439	HP:0030408	Pineoblastoma	Pinealoblastoma	C753	C753
HPO_ICD:1440	HP:0030413	Squamous cell carcinoma of the tongue		C029	C029
HPO_ICD:1441	HP:0030418;HP:0030417	Vulvar melanoma; Squamous cell carcinoma of the vulva	Vulval squamous cell carcinoma	C519	C519
HPO_ICD:1442	HP:0030419	Bartholin gland carcinoma		C510	C510
HPO_ICD:1443	HP:0030423	Splenic cyst	Cyst on spleen	D734	D734
HPO_ICD:1444	HP:0030424	Epididymal cyst	Epididymal cysts	N4341;N503;N4342;N4340	N434
HPO_ICD:1445	HP:0030426;HP:0030431	Ossifying fibroma; Osteochondroma	Osteocartilaginous exostoses; Osteochondromas	D169	D169
HPO_ICD:1446	HP:0030429	Juvenile nasopharyngeal angiofibroma		D106	D106
HPO_ICD:1447	HP:0030439	Anal canal adenocarcinoma		C211	C211
HPO_ICD:1448	HP:0030442	Anal margin squamous cell carcinoma		C44520	
HPO_ICD:1449	HP:0030443	Anal margin basal cell carcinoma		C44510	
HPO_ICD:1450	HP:0030447	Merkel cell skin cancer	Primary small cell carcinoma of the skin; Primary undifferentiated carcinoma of the skin; Anaplastic carcinoma of the skin; Merkel cell cancer of the skin; Neuroendocrine tumor of the skin; Neuroendocrine carcinoma of the skin; Cutaneous APUDoma	C4A9;D485	D485
HPO_ICD:1451	HP:0030454	Abnormal electrooculogram	Abnormal EOG	R94110	
HPO_ICD:1452	HP:0030499	Macular drusen	Lipid accumulation in macula	H35369	
HPO_ICD:1453	HP:0030502	Retinoschisis		H33191;H33101;H33192;H33103;H33109;H33193;H33102	
HPO_ICD:1454	HP:0030516;HP:0030518	Homonymous hemianopia; Congruous homonymous hemianopia	Homonymous hemianopsia; Congruous hemianopsia	H53462;H53461;H53469	
HPO_ICD:1455	HP:0030529	Ring scotoma		H53459	
HPO_ICD:1456	HP:0030530	Arcuate scotoma	Arc-shaped blind spot	H53439	
HPO_ICD:1457	HP:0030657	Umbilical cord hematoma	Umbilical cord haematoma	P519	P519
HPO_ICD:1458	HP:0030673	Erosive vitreoretinopathy		H3551	H355
HPO_ICD:1459	HP:0030690	Gingival cleft		K068	K068
HPO_ICD:1460	HP:0030692	Brain neoplasm	Brain tumour; Brain tumor	D496	
HPO_ICD:1461	HP:0030706	Ranula	Sublingual ptyalocele; Sublingual cyst	K116	K116
HPO_ICD:1462	HP:0030712	Uterine synechiae	Asherman syndrome	N856	N856
HPO_ICD:1463	HP:0030715	Bronchial atresia	Congenital bronchial atresia	Q324	Q324
HPO_ICD:1464	HP:0030717	Meconium peritonitis		P780	P780
HPO_ICD:1465	HP:0030719;HP:0030732	Unguarded tricuspid valve; Dysplastic tricuspid valve	Rudimentary tricuspid valve leaflets; Tricuspid valve dysplasia; Unguarded tricuspid valve orifice	Q228	Q228
HPO_ICD:1466	HP:0030722;HP:0100839;HP:0100752	Ectopic liver; Hepatic agenesis; Abnormal liver lobulation	Hepatic anomalous lobulation; Liver agenesis; Failed liver development; Anomalous liver lobulation	Q447	Q447
HPO_ICD:1467	HP:0030736	Sacrococcygeal teratoma		D434	D434
HPO_ICD:1468	HP:0030742	Glial remnants posterior to lens	Mittendorf dot	Q140	Q140
HPO_ICD:1469	HP:0030752	Dacryocystocele	Timo cyst	H04439;H04431;H04433;H04432	
HPO_ICD:1470	HP:0030765	Sleep terror	Night terror; Pavor nocturnus; Sleep terrors	F514	F514
HPO_ICD:1471	HP:0030766	Ear pain	Otalgia; Ear pain; Pain in the ear	H9201;H9209;H9202;H9203	H920
HPO_ICD:1472	HP:0030767	Epignathus		Q894	Q894
HPO_ICD:1473	HP:0030770	Craniorachischisis		Q001	Q001
HPO_ICD:1474	HP:0030771	Mallet finger		M20012;M20019;M20011	
HPO_ICD:1475	HP:0030773	Internuclear ophthalmoplegia		H5120;H5123;H5122;H5121	H512
HPO_ICD:1476	HP:0030779;HP:0100663	Synotia; Ethmocephaly		Q897	Q897
HPO_ICD:1477	HP:0030788	Impacted cerumen		H6123;H6121;H6120;H6122	H612
HPO_ICD:1478	HP:0030802	Lower eyelid retraction		H02539	
HPO_ICD:1479	HP:0030811	Tongue pain	Painful tongue	K146	K146
HPO_ICD:1480	HP:0030812	Enlarged tonsils	tonsils large/hypertrophy; Tonsillar hypertrophy; Enlargment of tonsils	J351	J351
HPO_ICD:1481	HP:0031995;HP:0030828	Squawks; Wheezing	Wheezing	R062	R062
HPO_ICD:1482	HP:0030832	Vitreous strands		H43319	
HPO_ICD:1483	HP:0030834	Shoulder pain	Shoulder pain	M25519	M2551
HPO_ICD:1484	HP:0030835	Elbow pain	Elbow pain	M25529	M2552
HPO_ICD:1485	HP:0030836	Wrist pain	Wrist pain	M25539	M2553
HPO_ICD:1486	HP:0030839;HP:0032102	Knee pain; Wilson sign	Pain under knee cap; Knee pain	M25569	M2556
HPO_ICD:1487	HP:0030854	Scleral staphyloma	Staphyloma	H15843;H15849;H15841;H15842	
HPO_ICD:1488	HP:0030856	Posterior staphyloma		H15831;H15839;H15833;H15832	
HPO_ICD:1489	HP:0200026;HP:0030857	Eye movement-induced pain; Ocular pain	Eye pain	H5710	H571
HPO_ICD:1490	HP:0030867	Vertical orbital dystopia	Eyes at different heights; Unequal eye height; Misaligned eyes	Q158	Q158
HPO_ICD:1491	HP:0030868;HP:0030869	Monorchism; Anorchism	Monorchidism	Q550	Q550
HPO_ICD:1492	HP:0030880	Raynaud phenomenon	Raynaud's phenomenon; Raynaud disease	I7300;I7301	I730
HPO_ICD:1493	HP:0031009	Ainhum	Dactylolysis spontanea	L946	L946
HPO_ICD:1494	HP:0031150	Vitreomacular adhesion	VMA	H43821;H43829;H43822;H43823	
HPO_ICD:1495	HP:0031249	Parageusia	Metallic taste; Dysgeusia; Metallic taste in mouth	R432	R432
HPO_ICD:1496	HP:0031274	Hypovolemic shock		R571	R571
HPO_ICD:1497	HP:0031469	Low self esteem		R4581	R458
HPO_ICD:1498	HP:0031473	Hostility		R455	R455
HPO_ICD:1499	HP:0012290;HP:0006753;HP:0031523;HP:0007378;HP:0030437;HP:0100684	Neoplasm of the stomach; Neoplasm of the gastrointestinal tract; Mouth neoplasm; Anal canal neoplasm; Salivary gland neoplasm; Salivary gland oncocytoma	Gastrointestinal tract neoplasm; Neoplasia of the stomach; Increased gastric cancer; Stomach tumor; Gastrointestinal tract neoplasia; Anal canal tumor; Mouth tumor; Neoplasm of the GI tract; Tumor of salivary gland; GI tract tumor; Salivary gland neoplasia; Gastrointestinal tract tumor; Cancer of salivary gland; Parotid oncocytoma	D490;C089	C089
HPO_ICD:1500	HP:0031589	Suicidal ideation		R45851	
HPO_ICD:1501	HP:0031615	Hypopyon		H20059;H20052;H20051;H20053	
HPO_ICD:1502	HP:0031717	Alternating exotropia	Alternating strabismus	H5015	H501
HPO_ICD:1503	HP:0031737	Cicatricial entropion		H02014;H02011;H02015;H02013;H02019;H02012;H02016	
HPO_ICD:1504	HP:0031738	Mechanical entropion		H02021;H02025;H02026;H02022;H02023;H02029;H02024	
HPO_ICD:1505	HP:0031776	Cyclotropia		H50412;H50411	
HPO_ICD:1506	HP:0031777	Cyclophoria		H5054	H505
HPO_ICD:1507	HP:0031792	Irregular astigmatism		H52219;H52213;H52212;H52211	
HPO_ICD:1508	HP:0031830	Pinguecula		H11159;H11153;H11151;H11152	
HPO_ICD:1509	HP:0100771;HP:0100770;HP:0031857	Hypoperistalsis; Ineffective esophageal peristalsis; Hyperperistalsis	Intestinal hypoperistalsis; Stomach churning	R192	R192
HPO_ICD:1510	HP:0031864	Bacteremia		R7881	R788
HPO_ICD:1511	HP:0031909	Unicornuate uterus		Q514	Q514
HPO_ICD:1512	HP:0031923	Hematocolpos	Haematocolpos	N897	N897
HPO_ICD:1513	HP:0032004	Pruritus vulvae		L292	L292
HPO_ICD:1514	HP:0032016	Abnormal sputum	Abnormal sputum morphology	R093	R093
HPO_ICD:1515	HP:0032141	Precordial pain		R072	R072
HPO_ICD:1516	HP:0100812;HP:0032142	Fetor hepaticus; Halitosis	Foetor ex ore; Foetor hepaticus; Bad breath	R196	R196
HPO_ICD:1517	HP:0032160	Cryptococcal meningitis		B451	B451
HPO_ICD:1518	HP:0032161	Coccidioidal meningitis		B384	B384
HPO_ICD:1519	HP:0032163;HP:0032185	Molluscum contagiosum; Disseminated molluscum contagiosum		B081	B081
HPO_ICD:1520	HP:0032379	Polymorphous light eruption	Sun allergy	L564	L564
HPO_ICD:1521	HP:0032448	Achlorhydria		K3183	K318
HPO_ICD:1522	HP:0040064	Abnormality of limbs	Abnormality of limbs; Limb anomaly; Abnormal limbs; Dysmelia	M2190	M2190
HPO_ICD:1523	HP:0040097	Neoplasm of the ceruminal gland	Ceruminous adenoma; Ceruminoma; Adenoma of the ceruminous gland	D2320	D232
HPO_ICD:1524	HP:0040113	Old-aged sensorineural hearing impairment	Presbycusis	H9112;H9111;H9110;H9113	H911
HPO_ICD:1525	HP:0040116	Aplasia of the Eustachian tube	Absent eustachian tube	Q162	Q162
HPO_ICD:1526	HP:0040154	Acne inversa	Smoker's boils; Pyoderma fistulans significa; Hidradenitis suppurativa; Verneuil's disease	L732	L732
HPO_ICD:1527	HP:0000232;HP:0030318;HP:0040181;HP:0100825	Chapped lip; Everted lower lip vermilion; Angular cheilitis; Cheilitis	Commissural cheilitis; Inflammation of corners of the mouth; Eclabium of lower lip; Red and sore corners of the mouth; Perioral dermatitis; Dry lips; Inflammation of oral commisures; Common cheilitis; Chapped lips; Drooping lower lip; Inflammation of the lips; Everted prominent lower lip; Outward turned lower lip; Red and sore lips; Angular stomatitis; Protruding lower lip; Chapped lip; Cheilitis simplex; Everted lower lip; Angular cheilosis	K130;L710	K130;L710
HPO_ICD:1528	HP:0040183;HP:0002607	Bowel incontinence; Encopresis	Anal incontinence; Loss of bowel control; Fecal incontinence; Stool holding; Stool soiling	R159;F981	R15;F981
HPO_ICD:1529	HP:0040187	Neonatal sepsis		P369	P369
HPO_ICD:1530	HP:0040188	Osteochondrosis		M929	M929
HPO_ICD:1531	HP:0040223	Pulmonary hemorrhage	Intrapulmonary hemorrhage	P269;P268;P261;P260	P269;P260;P261;P268
HPO_ICD:1532	HP:0040261	Increased size of nasopharyngeal adenoids	Adenoids large; Adenoid hypertrophy	J352	J352
HPO_ICD:1533	HP:0040264;HP:0200025	Mandibular pain; Jaw pain	Lower jaw pain; Jaw pain	R6884	R688
HPO_ICD:1534	HP:0040269	Blocked Eustachian tube	Obstruction of Eustachian tube	H68102;H68109;H68103;H68101	
HPO_ICD:1535	HP:0045029;HP:0100537	Eosinophilic fasciitis; Fasciitis	Inflammation of the fascia	M729	
HPO_ICD:1536	HP:0045038	Gastric lymphoma	Primary gastric lymphoma	C8599	C859
HPO_ICD:1537	HP:0045054	Brachial plexus neuropathy		G540	G540
HPO_ICD:1538	HP:0100002	Pleural mesothelioma		C450	C450
HPO_ICD:1539	HP:0100003	Peritoneal mesothelioma		C451	C451
HPO_ICD:1540	HP:0100009	Intracranial meningioma		D320	D320
HPO_ICD:1541	HP:0100010	Spinal meningioma		D321	D321
HPO_ICD:1542	HP:0100013	Neoplasm of the breast	Breast tumor; Neoplasia of the breast; Tumours of the breast	D493	
HPO_ICD:1543	HP:0100014	Epiretinal membrane	Premacular fibrosis; Macular pucker; Epiretinal membranes	H35379;H35373;H35371;H35372	
HPO_ICD:1544	HP:0100015	Stahl ear	Vulcan ear; Additional crus; Third crus; Spock ear	Q173	Q173
HPO_ICD:1545	HP:0100017;HP:0100020	Capsular cataract; Posterior capsular cataract		H268	H268
HPO_ICD:1546	HP:0100018	Nuclear cataract	Yellowish cloudy center of lens	H26031;H26039;H26032;H26033	
HPO_ICD:1547	HP:0100021	Cerebral palsy	Cerebral paralysis; CP	G809	G809
HPO_ICD:1548	HP:0100026	Arteriovenous malformation		Q2730	Q273
HPO_ICD:1549	HP:0100247	Recurrent singultus	Recurrent hiccough; Recurrent hiccup; Recurrent synchronous diaphragmatic flutter; Hiccups; Hiccup	R066	R066
HPO_ICD:1550	HP:0001171;HP:0100257	Split hand; Ectrodactyly	Cleft hand; Hand ectrodactyly; Ectrodactyly of the hand; Split hand; Claw-hand deformities; Split-hand; Claw hand; Claw hand deformities; Claw hands; Lobster claw hand	Q7160;Q7162;Q7161;Q7163	Q716
HPO_ICD:1551	HP:0100279	Ulcerative colitis	Colitis ulcerosa	K51914;K5190;K51913;K51919;K51918;K51911;K51912	K519
HPO_ICD:1552	HP:0100280	Crohn's disease	Granulomatous enteritis and colitis; Morbus Crohn	K5090	K509
